word,count
parfaux,1
comeileftaduenu,1
encrainte,1
in,1
düneausolcil,1
icanne,1
tesfoisla,1
ó,1
remarquees,1
iei,1
dicearque,1
nonc,1
rraduict,1
ift,1
wv,1
adue,1
exprel,1
hom,1
dansesanciennes,1
definiri,1
comettoient,1
alberius,1
eftencre,1
leslarins,1
lourdaux,1
famillier,1
sansreproche,1
oà,1
mechancetéfi,1
charaéteres,1
impreffionà,1
hypokin,1
remarquee,1
iouë,1
[+,1
eíclairs,1
leurfcience,1
tempsde,1
ietté,1
gg,1
caule,1
defplaifir,1
ciations,1
centans,1
marices,1
ieufnerles,1
difentau,1
decheueux,1
srco,1
cerroger,1
cftoientauffi,1
affliétion,1
arcadienne,1
fräçois,1
carl,1
tos,1
ueux,1
oufommes,1
celaaux,1
seprentrionales,1
prenoitpoürfaire,1
uient,1
nium,1
carolns,1
aremarquee,1
firoires,1
euanthes,1
fte,1
lair,1
dieti,1
ibid,1
verüques,1
sçais,1
preuoyàt,1
muetz,1
epicurien,1
enor,1
difcouroit,1
puisfetourne,1
atuétousles,1
ioan,1
dno,1
impieté,1
rine,1
ceft,1
infinide,1
capitaldes,1
quz,1
pollon,1
cháp,1
expuelles,1
yavn,1
pourefemme,1
beaucoupl,1
prénent,1
laiffaceluy,1
dangereuſes,1
lemures,1
dufim,1
aifilanuit,1
ned,1
puiffe,1
quoddam,1
dna,1
merueïlles,1
ilnu,1
mardy,1
etde,1
uoyet,1
deftre,1
qe,1
xlvirt,1
laiſſé,1
cofefié,1
neuifa,1
dezele,1
pourenfacrifier,1
lisét,1
odoriferante,1
lxx,1
sesinuentions,1
profperité,1
defenfeur,1
quetay,1
atheifme,1
confuſes,1
ié,1
cieftoitl,1
leursennemys,1
vfage,1
ellelauoit,1
mágé,1
tédre,1
|...,1
autheura,1
baillereant,1
our,1
afaiét,1
comperimus,1
moóltrer,1
miſe,1
quifetoit,1
dubirant,1
pourconueincues,1
ditauoirefté,1
liurf,1
£.,1
drufios,1
firenfs,1
feicherles,1
pourvenir,1
texlas,1
guarie,1
poffedoitleurs,1
demeurerent,1
sorclera,1
ffl,1
antíceu,1
quifça,1
neceílite,1
donnéautre,1
homecre,1
tempsapreselle,1
loches,1
sueka,1
puislaifler,1
curi,1
pov,1
ila,1
arondelles,1
lila,1
cuentles,1
nousa,1
mourutau,1
veutdire,1
comencer,1
dicu,1
gés,1
auerées,1
veritament,1
auium,1
erandsor,1
malecites,1
uerus,1
parlésaftres,1
atit,1
eneux,1
métio,1
fouuentaflifter,1
reu,1
accuféafferme,1
monique,1
auesfois,1
lebadiéne,1
deídict,1
fufpicio,1
jerſ,1
og,1
eftreaffeuré,1
deueroyent,1
wif,1
crouuc,1
nefacent,1
morbidum,1
pnr,1
ortétlachemi,1
refolutions,1
monftralediaenforme,1
nefut,1
ployéla,1
confirmatio,1
enfeignes,1
àquoy,1
fiie,1
famerea,1
ilallale,1
sona,1
cofirmece,1
neu,1
reroit,1
queiámiais,1
eparé,1
ficile,1
reftét,1
vifites,1
auttes,1
deseleuz,1
prefident,1
frapoit,1
desparoles,1
rotifloyét,1
foislegrand,1
ác,1
parfumza,1
quiadecouftume,1
approuuées,1
mauuaife,1
pasdire,1
neánt,1
volótiers,1
eftécontrainc,1
erfonnes,1
cclé,1
ilzsurent,1
pourquoyporphyre,1
