token_,count,p-value,obs/exp
lesloix,30,0.006857687573885299,2.3909859506560083
ayát,30,0.017846003989237545,2.001755679618984
enuoya,30,0.003957046076884659,2.459299834960466
doibuent,30,0.0021614563691079217,2.7766288459231063
efpaignols,30,0.006857687573885299,2.326364708746387
tables,30,0.03946541106549055,1.7566427392574757
dauantage,30,0.006857687573885299,2.265144584832008
sicile,30,0.03946541106549055,1.7215098844723262
imperiale,30,0.0011104075834220243,2.86918314078721
trait,30,0.006857687573885299,2.326364708746387
quieft,30,0.07619681412832342,1.5650089858839327
territoire,29,0.005752721740267849,2.44724444361262
pais,29,0.09669879270966653,1.540857612644983
hazard,29,0.015767202141657492,2.0294222215324167
obligé,29,0.05189709433518031,1.664126221656582
meurtre,29,0.009758459758478801,2.2488192184548406
marchans,29,0.015767202141657492,2.0294222215324167
desautres,29,0.009758459758478801,2.1896397653376076
royau,29,0.015767202141657492,2.133495155969977
fief,29,0.015767202141657492,2.133495155969977
alliances,29,0.005752721740267849,2.44724444361262
acheans,29,0.0016884990658396735,2.8691831407872104
neceffité,29,0.024379914774653337,1.935030490298351
ift,29,0.015767202141657492,2.080157777070727
debuoit,29,0.005752721740267849,2.5214033661463358
royale,29,0.009758459758478801,2.1896397653376076
polybe,28,0.00254824543829769,2.6779042647347295
perle,28,0.013764366974537359,2.1712737281632943
heritages,28,0.00254824543829769,2.86918314078721
affez,28,0.0329929426977549,1.8683053009777182
carles,28,0.0329929426977549,1.825843816864588
querelles,28,0.02177618140439988,2.008428198551047
aufh,28,0.02177618140439988,1.9594421449278507
marie,28,0.0329929426977549,1.9127887605248068
foldats,28,0.004736690749611375,2.5915202561948996
ieune,28,0.0329929426977549,1.825843816864588
