token_,count,p-value,obs/exp
nousauons,13,0.0036916747001376317,7.125667813487735
ayde,13,0.048119421149505716,2.5773692091338614
cod,13,0.0036916747001376317,7.125667813487735
bruit,13,0.02451655693525193,3.0284088207322877
confeffa,13,0.0036916747001376317,8.0757568552861
bruflee,13,0.0036916747001376317,7.571022051830718
tit,13,0.010633090512007615,3.785511025915359
sorcelleries,13,0.0009152480238682032,9.318180986868576
troisieme,13,0.0009152480238682032,9.318180986868576
spranger,13,0.0009152480238682032,9.318180986868576
ye,12,0.01757507766496486,4.659090493434288
ob,12,0.03840103912391402,2.7272724839615345
sor,12,0.006468355292891431,5.8851669390748915
pourl,12,0.01757507766496486,3.4943178700757156
deuoit,12,0.07172379637376367,2.379110039200487
theologiens,12,0.01757507766496486,4.14141377194159
nez,12,0.07172379637376367,2.5413220873277935
quiauoit,12,0.03840103912391402,3.106060328956192
laterre,12,0.03840103912391402,3.1948049097835116
ence,12,0.03840103912391402,2.7954542960605733
poinét,12,0.03840103912391402,3.0221127524979168
faic,12,0.07172379637376367,2.4848482631649533
maymon,12,0.006468355292891431,6.988635740151431
quile,12,0.03840103912391402,3.0221127524979168
vifions,12,0.006468355292891431,7.454544789494861
aprez,12,0.03840103912391402,2.8671326113441777
heures,12,0.07172379637376367,2.236363436848458
ieune,12,0.07172379637376367,2.5413220873277935
cel,12,0.03840103912391402,3.3884294497703915
iob,12,0.006468355292891431,6.988635740151431
caracteres,12,0.0017085490623479516,9.318180986868576
attirer,12,0.01757507766496486,3.855799029049066
paruenir,12,0.03840103912391402,3.288769760071262
noter,12,0.01757507766496486,4.300698917016266
nuict,12,0.01757507766496486,4.300698917016266
penfent,12,0.07172379637376367,2.379110039200487
cr,12,0.07172379637376367,2.4848482631649533
ignorance,12,0.03840103912391402,3.106060328956192
vfe,12,0.03840103912391402,2.7272724839615345
ily,12,0.01757507766496486,4.300698917016266
prifon,12,0.07172379637376367,2.2820035069882225
hoftie,12,0.006468355292891431,6.988635740151431
violente,12,0.01757507766496486,4.472726873696916
inquifiteur,12,0.006468355292891431,7.454544789494861
ibi,12,0.006468355292891431,5.8851669390748915
than,12,0.0017085490623479516,8.601397834032532
ph,12,0.006468355292891431,5.082644174655587
douleur,12,0.07172379637376367,2.6623374248195932
saint,12,0.03840103912391402,2.8671326113441777
malefice,12,0.0017085490623479516,9.318180986868576
condemnation,12,0.006468355292891431,6.988635740151431
sd,11,0.01122855329538963,4.880951945502588
createur,11,0.05922833381077699,3.014705613398657
auguftin,11,0.01122855329538963,6.406249428472146
elf,11,0.01122855329538963,6.406249428472146
pt,11,0.02868261263641819,3.6607139591269404
loups,11,0.05922833381077699,3.014705613398657
ale,11,0.05922833381077699,2.8472219682098423
quiluy,11,0.05922833381077699,2.8472219682098423
claire,11,0.05922833381077699,2.6282048937321627
